Month,Day,Time (LST),Temp (°C),Dew Point Temp (°C),Rel Hum (%),Wind Dir (10s deg),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Hmdx,Wind Chill,Weather,Meter Reading (KWHr),Rain,Cloudy,Fog,Drizzle,Clear,Freezing Drizzle,Ice Pellet Showers,Haze,Snow Pellets,Moderate Rain,Moderate Snow,Heavy Rain Showers,Snow Showers,Mainly Clear,Freezing Fog,Freezing Rain,Heavy Snow,Rain Showers,Mostly Cloudy,Blowing Snow,Ice Pellets,Snow,Thunderstorms,Snow Grains,Smoke,Moderate Rain Showers
1,1,hour_0,3.0,3.0,100.0,28.0,11.0,0.4,99.11,28.0,-6.0,Fog,350.991,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,hour_1,3.0,3.0,100.0,26.0,10.0,0.4,99.16,28.0,-6.0,Fog,352.707,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,hour_2,3.0,3.0,100.0,30.0,21.0,6.4,99.22,28.0,-6.0,Fog,349.177,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,hour_3,2.6,2.6,100.0,28.0,24.0,8.1,99.27,28.0,-6.0,Fog,349.923,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,hour_4,2.4,2.4,100.0,28.0,23.0,11.3,99.33,28.0,-6.0,Cloudy,351.596,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,hour_5,2.1,2.1,100.0,28.0,24.0,11.3,99.39,28.0,-6.0,Mostly Cloudy,355.213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,hour_6,2.0,2.0,100.0,28.0,18.0,11.3,99.49,28.0,-6.0,Mostly Cloudy,365.879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,hour_7,2.0,1.9,99.0,28.0,20.0,11.3,99.6,28.0,-6.0,Cloudy,381.929,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,hour_8,1.9,1.7,99.0,28.0,21.0,8.1,99.7,28.0,-6.0,Fog,390.21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,hour_9,1.6,1.2,98.0,26.0,18.0,16.1,99.78,28.0,-6.0,Rain,391.748,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,hour_10,1.8,1.4,97.0,29.0,17.0,12.9,99.84,28.0,-6.0,Cloudy,383.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,hour_11,2.0,1.4,96.0,30.0,15.0,24.1,99.85,28.0,-6.0,Mostly Cloudy,381.706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,hour_12,2.4,1.2,92.0,29.0,20.0,24.1,99.82,28.0,-6.0,Mostly Cloudy,383.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,hour_13,2.5,0.8,89.0,26.0,17.0,24.1,99.83,28.0,-6.0,Cloudy,379.911,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,hour_14,2.3,0.7,89.0,26.0,14.0,24.1,99.85,28.0,-6.0,Mostly Cloudy,378.881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,hour_15,1.7,0.0,89.0,29.0,12.0,24.1,99.87,28.0,-6.0,Mostly Cloudy,385.392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,hour_16,1.9,-0.8,82.0,28.0,12.0,24.1,99.95,28.0,-6.0,Cloudy,390.244,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,hour_17,1.2,-0.7,87.0,27.0,8.0,24.1,100.01,28.0,-6.0,Mostly Cloudy,397.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,hour_18,1.1,-0.8,87.0,29.0,8.0,24.1,100.01,28.0,-6.0,Mostly Cloudy,395.597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,hour_19,0.7,-0.8,90.0,22.0,5.0,24.1,100.08,28.0,-6.0,Cloudy,393.845,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,hour_20,0.5,-0.6,92.0,22.0,7.0,24.1,100.13,28.0,-6.0,Mostly Cloudy,391.354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,hour_21,0.6,-0.5,92.0,21.0,7.0,24.1,100.13,28.0,-6.0,Mostly Cloudy,380.974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,hour_22,0.6,-0.3,93.0,21.0,5.0,24.1,100.12,28.0,-6.0,Cloudy,377.582,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,hour_23,0.3,-0.4,95.0,17.0,6.0,24.1,100.1,28.0,-6.0,Mostly Cloudy,353.109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,2,hour_0,0.2,-0.4,96.0,19.0,8.0,24.1,100.08,28.0,-6.0,Mostly Cloudy,356.591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,2,hour_1,0.3,-0.6,94.0,20.0,7.0,24.1,100.1,28.0,-6.0,Cloudy,358.39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,hour_2,0.4,-0.4,94.0,18.0,5.0,24.1,100.14,28.0,-6.0,Mostly Cloudy,355.834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,2,hour_3,0.6,-0.2,95.0,19.0,8.0,24.1,100.18,28.0,-6.0,Mostly Cloudy,355.153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,2,hour_4,0.5,-0.1,95.0,18.0,5.0,24.1,100.15,28.0,-6.0,Drizzle,356.073,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,hour_5,0.4,0.2,98.0,19.0,7.0,6.4,100.14,28.0,-6.0,"Snow,Fog",360.01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2,hour_6,0.7,0.6,99.0,21.0,9.0,6.4,100.17,28.0,-6.0,Fog,367.91,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,hour_7,1.4,1.2,98.0,23.0,11.0,4.8,100.2,28.0,-6.0,Fog,383.063,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,hour_8,1.7,1.1,96.0,23.0,12.0,6.4,100.21,28.0,-6.0,Fog,390.631,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,hour_9,2.1,1.5,96.0,21.0,14.0,8.1,100.26,28.0,-6.0,Fog,387.642,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,hour_10,2.8,1.9,94.0,23.0,13.0,9.7,100.33,28.0,-6.0,Fog,381.491,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,hour_11,3.5,1.9,89.0,25.0,11.0,16.1,100.33,28.0,-6.0,Mostly Cloudy,377.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,2,hour_12,3.8,0.6,79.0,26.0,16.0,24.1,100.32,28.0,-6.0,Mostly Cloudy,357.409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,2,hour_13,4.1,-0.4,73.0,27.0,23.0,24.1,100.34,28.0,-6.0,Mostly Cloudy,331.805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,2,hour_14,4.6,-0.2,71.0,29.0,15.0,24.1,100.37,28.0,-6.0,Mostly Cloudy,331.898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,2,hour_15,4.4,-0.5,71.0,28.0,15.0,24.1,100.41,28.0,-6.0,Mostly Cloudy,331.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,2,hour_16,2.7,-0.8,77.0,28.0,7.0,24.1,100.46,28.0,-6.0,Mostly Cloudy,334.723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,2,hour_17,3.2,-0.9,75.0,25.0,7.0,24.1,100.49,28.0,-6.0,Mostly Cloudy,368.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,2,hour_18,2.8,-0.7,78.0,25.0,8.0,24.1,100.54,28.0,-6.0,Mostly Cloudy,378.573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,2,hour_19,2.7,-0.7,78.0,21.0,6.0,24.1,100.61,28.0,-6.0,Cloudy,388.958,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,hour_20,2.3,-0.6,81.0,22.0,5.0,24.1,100.64,28.0,-6.0,Mostly Cloudy,384.235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,2,hour_21,2.2,-0.5,83.0,18.0,9.0,24.1,100.63,28.0,-6.0,Mostly Cloudy,372.308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,2,hour_22,2.1,-0.7,82.0,20.0,7.0,24.1,100.62,28.0,-6.0,Cloudy,420.887,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,hour_23,2.0,-0.9,81.0,20.0,5.0,24.1,100.62,28.0,-6.0,Mostly Cloudy,436.522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,3,hour_0,1.5,-0.9,84.0,19.0,7.0,24.1,100.63,28.0,-6.0,Mostly Cloudy,432.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,3,hour_1,1.3,-0.9,85.0,18.0,6.0,24.1,100.55,28.0,-6.0,Mostly Cloudy,436.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,3,hour_2,1.0,-0.7,89.0,17.0,8.0,24.1,100.49,28.0,-6.0,Mostly Cloudy,433.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,3,hour_3,0.8,-0.8,88.0,17.0,6.0,24.1,100.51,28.0,-6.0,Mostly Cloudy,434.962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,3,hour_4,-0.7,-1.3,96.0,18.0,5.0,24.1,100.48,28.0,-2.0,Mostly Cloudy,429.631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,3,hour_5,-0.6,-1.3,95.0,15.0,4.0,24.1,100.43,28.0,-2.0,Mostly Cloudy,442.989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,3,hour_6,-0.5,-1.2,95.0,19.0,10.0,24.1,100.46,28.0,-4.0,Mostly Cloudy,451.854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,3,hour_7,-0.9,-1.4,96.0,36.0,3.0,24.1,100.49,28.0,-2.0,Mostly Cloudy,474.303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,3,hour_8,-0.5,-1.1,96.0,10.0,9.0,24.1,100.31,28.0,-4.0,Mostly Cloudy,494.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,3,hour_9,-0.1,-0.9,95.0,7.0,10.0,24.1,100.28,28.0,-3.0,Mostly Cloudy,496.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,3,hour_10,0.3,-0.7,93.0,9.0,8.0,24.1,100.27,28.0,-6.0,Cloudy,489.024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,hour_11,1.2,-0.7,87.0,9.0,13.0,24.1,100.13,28.0,-6.0,Mostly Cloudy,489.567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,3,hour_12,1.8,-0.7,84.0,10.0,10.0,24.1,100.06,28.0,-6.0,Mostly Cloudy,487.462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,3,hour_13,2.3,-0.3,83.0,4.0,9.0,16.1,99.91,28.0,-6.0,Cloudy,454.148,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,hour_14,2.8,-0.4,80.0,4.0,10.0,16.1,99.78,28.0,-6.0,Mostly Cloudy,444.766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,3,hour_15,2.2,-0.3,83.0,2.0,13.0,16.1,99.72,28.0,-6.0,Mostly Cloudy,475.577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,3,hour_16,1.9,-0.7,83.0,2.0,16.0,16.1,99.71,28.0,-6.0,Cloudy,485.972,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,hour_17,1.8,-0.6,84.0,3.0,13.0,24.1,99.7,28.0,-6.0,Mostly Cloudy,480.867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,3,hour_18,1.8,-0.7,84.0,3.0,9.0,24.1,99.71,28.0,-6.0,Mostly Cloudy,478.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,3,hour_19,2.0,-0.8,81.0,3.0,13.0,24.1,99.71,28.0,-6.0,Cloudy,478.575,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,hour_20,1.9,-1.1,80.0,3.0,15.0,24.1,99.69,28.0,-6.0,Mostly Cloudy,476.159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,3,hour_21,1.9,-1.2,80.0,3.0,13.0,24.1,99.71,28.0,-6.0,Mostly Cloudy,465.213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,3,hour_22,1.8,-1.2,80.0,2.0,12.0,24.1,99.7,28.0,-6.0,Cloudy,463.442,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,hour_23,2.0,-1.3,79.0,2.0,16.0,24.1,99.7,28.0,-6.0,Rain,450.763,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,hour_0,1.6,-0.8,84.0,2.0,13.0,24.1,99.69,28.0,-6.0,Rain,451.097,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,hour_1,1.0,-0.4,91.0,4.0,11.0,24.1,99.64,28.0,-6.0,Rain,442.318,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,hour_2,0.6,-0.1,95.0,4.0,10.0,24.1,99.61,28.0,-6.0,Rain,443.651,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,hour_3,0.8,0.1,95.0,3.0,9.0,24.1,99.71,28.0,-6.0,Mostly Cloudy,444.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,4,hour_4,0.8,0.1,95.0,4.0,11.0,24.1,99.74,28.0,-6.0,Cloudy,449.429,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,hour_5,1.0,0.2,94.0,2.0,10.0,24.1,99.74,28.0,-6.0,Mostly Cloudy,453.277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,4,hour_6,1.2,0.3,94.0,34.0,8.0,16.1,99.88,28.0,-6.0,Rain,461.083,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,hour_7,0.8,0.5,97.0,5.0,7.0,16.1,99.85,28.0,-6.0,Rain,475.277,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,hour_8,1.0,0.5,97.0,1.0,11.0,24.1,99.92,28.0,-6.0,Mostly Cloudy,493.647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,4,hour_9,1.2,0.6,96.0,1.0,9.0,24.1,99.99,28.0,-6.0,Mostly Cloudy,501.216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,4,hour_10,1.3,0.7,96.0,1.0,10.0,12.9,100.15,28.0,-6.0,Drizzle,506.744,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,hour_11,1.5,0.9,96.0,4.0,12.0,12.9,100.12,28.0,-6.0,Drizzle,491.824,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,hour_12,1.8,0.7,93.0,5.0,14.0,24.1,100.02,28.0,-6.0,Mostly Cloudy,492.349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,4,hour_13,1.9,0.3,89.0,5.0,14.0,24.1,100.02,28.0,-6.0,Cloudy,490.659,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,hour_14,1.9,0.0,87.0,4.0,18.0,24.1,100.01,28.0,-6.0,Mostly Cloudy,492.941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,4,hour_15,1.8,-0.1,87.0,6.0,11.0,24.1,100.06,28.0,-6.0,Rain,492.727,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,hour_16,1.2,0.5,95.0,5.0,16.0,9.7,100.05,28.0,-6.0,"Rain,Fog",498.916,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,hour_17,0.7,-0.2,94.0,7.0,17.0,9.7,100.04,28.0,-6.0,"Rain,Fog",494.095,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,hour_18,0.3,-0.6,93.0,6.0,20.0,16.1,100.04,28.0,-6.0,Rain,494.968,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,hour_19,0.3,-0.6,93.0,7.0,18.0,16.1,99.98,28.0,-6.0,Rain,494.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,hour_20,0.2,-0.8,93.0,7.0,33.0,16.1,99.88,28.0,-6.0,Rain,500.334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,hour_21,0.1,-1.0,92.0,6.0,31.0,16.1,99.88,28.0,-6.0,Rain,496.369,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,hour_22,-0.4,-1.6,92.0,6.0,37.0,12.9,99.85,28.0,-8.0,Freezing Rain,496.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,4,hour_23,-0.9,-2.1,92.0,6.0,46.0,16.1,99.65,28.0,-9.0,Freezing Rain,487.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,5,hour_0,-1.3,-2.5,91.0,7.0,33.0,16.1,99.74,28.0,-8.0,Freezing Rain,497.505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,5,hour_1,-1.5,-2.4,93.0,6.0,36.0,16.1,99.6,28.0,-9.0,Freezing Rain,483.576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,5,hour_2,-1.2,-1.9,95.0,8.0,28.0,3.2,99.63,28.0,-8.0,"Freezing Rain,Fog",490.276,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,5,hour_3,-2.0,-2.7,95.0,7.0,17.0,3.2,99.73,28.0,-7.0,"Freezing Rain,Fog",493.149,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,5,hour_4,-2.6,-3.2,95.0,6.0,20.0,4.8,99.73,28.0,-9.0,"Freezing Drizzle,Fog",495.654,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,hour_5,-3.0,-3.6,96.0,8.0,14.0,8.1,99.82,28.0,-8.0,"Freezing Drizzle,Fog",499.721,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,hour_6,-3.0,-3.5,97.0,5.0,9.0,2.8,99.87,28.0,-7.0,"Freezing Drizzle,Fog",509.324,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,hour_7,-3.2,-3.6,97.0,4.0,9.0,4.8,99.93,28.0,-7.0,"Freezing Drizzle,Fog",514.515,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,hour_8,-3.2,-3.6,97.0,6.0,11.0,8.1,99.99,28.0,-7.0,"Freezing Drizzle,Fog",527.12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,hour_9,-3.2,-3.5,98.0,5.0,9.0,3.2,100.01,28.0,-7.0,"Freezing Drizzle,Fog",525.333,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,hour_10,-2.8,-2.9,99.0,9.0,8.0,1.2,100.04,28.0,-6.0,Snow,529.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,5,hour_11,-2.6,-2.8,99.0,7.0,5.0,3.2,100.05,28.0,-5.0,Fog,524.273,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,hour_12,-2.3,-2.4,99.0,8.0,7.0,1.2,100.02,28.0,-5.0,Fog,524.512,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,hour_13,-2.0,-2.1,99.0,8.0,8.0,1.2,99.97,28.0,-5.0,Fog,525.362,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,hour_14,-2.1,-2.2,99.0,8.0,9.0,1.0,99.95,28.0,-6.0,Fog,525.547,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,hour_15,-2.2,-2.3,99.0,8.0,12.0,1.0,99.97,28.0,-6.0,Fog,531.335,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,hour_16,-2.0,-2.1,99.0,8.0,9.0,1.0,100.03,28.0,-5.0,"Freezing Drizzle,Fog",532.484,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,hour_17,-1.8,-1.9,99.0,8.0,13.0,1.2,100.04,28.0,-6.0,"Freezing Drizzle,Fog",520.869,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,hour_18,-2.0,-2.1,99.0,7.0,15.0,2.4,100.03,28.0,-7.0,Fog,521.298,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,hour_19,-1.6,-1.7,100.0,8.0,11.0,1.6,100.07,28.0,-5.0,"Freezing Drizzle,Fog",515.945,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,hour_20,-1.6,-1.6,99.0,9.0,13.0,2.8,100.07,28.0,-6.0,Fog,509.11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,hour_21,-1.6,-1.7,99.0,8.0,13.0,2.4,100.06,28.0,-6.0,"Snow,Fog",504.922,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,5,hour_22,-1.6,-1.7,99.0,7.0,11.0,2.4,100.05,28.0,-5.0,"Snow,Fog",503.345,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,5,hour_23,-1.7,-1.8,99.0,8.0,9.0,2.4,100.04,28.0,-5.0,"Snow,Fog",480.815,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,6,hour_0,-1.9,-2.0,99.0,7.0,9.0,2.0,100.02,28.0,-5.0,"Snow,Fog",488.356,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,6,hour_1,-2.1,-2.2,99.0,6.0,6.0,2.0,99.98,28.0,-4.0,"Snow,Fog",482.099,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,6,hour_2,-2.1,-2.2,99.0,7.0,8.0,2.0,100.0,28.0,-5.0,"Snow,Fog",476.255,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
